Rev_Total,Bal_Total,Offer,AGE,CHQ,CARD,SAV1,LOAN,MORT,INSUR,PENS,Check,CD,MM,Savings,AccountAge
3.87,4588.57,1,52,0,1,0,0,0,0,0,1,0,0,0,8
1.51,162.83,1,64,1,1,0,0,0,0,1,1,0,0,0,7
0.3,6.8,1,51,0,1,1,0,0,0,0,1,0,0,0,9
4.65,8734,1,56,1,1,0,1,0,0,1,1,1,0,0,8
0.18,121.24,1,95,0,1,0,0,0,0,0,1,0,0,0,7
1.09,10.69,1,68,0,1,0,0,0,0,0,1,0,0,0,7
0.29,15.75,1,67,0,1,0,0,0,0,1,1,0,0,0,2
3.07,280.64,1,66,1,1,1,0,0,0,0,1,0,0,0,15
5.42,6288.44,1,68,1,1,0,0,0,1,1,1,0,1,1,13
0.92,1462.91,1,66,1,1,1,0,0,0,1,1,0,0,0,15
2.02,156.16,1,22,0,1,0,0,0,0,0,1,0,0,0,2
7.95,3642.82,1,24,0,1,0,0,0,0,1,1,0,0,0,7
2.06,968.01,1,24,1,1,0,0,1,0,0,1,0,0,0,7
0.21,18.9,1,24,1,1,0,0,0,0,0,1,0,0,0,2
5.38,802.67,1,22,1,1,0,0,0,0,1,1,0,0,0,2
0.19,16.84,1,8,1,1,0,0,1,0,1,1,0,0,0,14
0.47,30.8,1,24,1,1,0,0,0,0,1,1,0,0,0,6
0.81,31.08,1,25,1,1,1,0,0,0,0,1,0,0,0,6
1.15,3686.6,1,11,1,1,1,1,0,1,1,1,1,1,1,6
0.04,4.61,1,15,1,1,0,0,1,0,1,1,0,0,0,13
0.98,62.63,1,23,0,1,0,0,0,0,1,1,0,0,0,4
1.79,2547.74,1,21,1,1,1,1,1,1,1,1,1,1,1,4
2.01,18.22,1,25,1,1,0,0,0,0,0,1,0,0,0,5
0.36,754.04,1,24,0,1,0,0,0,0,1,1,0,0,0,6
1.56,68.88,1,25,0,1,0,0,0,0,1,1,0,0,0,7
2.11,3916.48,1,25,0,1,0,0,0,0,0,1,0,0,0,6
0.22,11.23,1,24,0,1,0,0,0,0,1,1,0,0,0,7
0.43,8.81,1,22,0,1,0,0,0,0,0,1,0,0,0,4
0.77,1018.58,1,21,1,1,0,0,0,0,0,1,0,0,0,4
0.43,12.84,1,22,1,1,0,0,0,0,1,1,0,0,0,6
3.17,746.95,1,21,1,1,0,0,0,0,0,1,0,0,0,4
0.58,124.77,1,23,1,1,0,0,0,0,1,1,0,0,0,6
1.94,2302.43,1,24,0,1,0,0,0,1,0,1,0,1,1,5
10.54,3665.84,1,25,0,1,0,1,1,1,1,1,1,1,1,8
1.45,340.37,1,24,0,1,0,0,1,0,1,1,0,0,0,6
0.18,33.81,1,25,0,1,1,0,0,1,1,1,0,1,1,8
2.99,336.65,1,25,0,1,0,0,0,0,1,1,0,0,0,6
2.95,2120.2,1,24,0,1,0,0,0,0,0,1,0,0,0,2
0.19,60.56,1,24,0,1,0,0,0,0,0,1,0,0,0,4
4.08,1342.26,1,25,0,1,0,0,0,0,0,1,0,0,0,6
0.87,364.91,1,25,0,1,0,0,0,0,0,1,0,0,0,7
0.28,617.27,1,24,0,1,0,0,1,0,1,1,0,0,0,7
0.13,9.82,1,23,1,1,0,0,0,0,0,1,0,0,0,5
2.99,400.49,1,25,1,1,0,0,0,0,0,1,0,0,0,4
1.39,360.88,1,25,0,1,0,0,0,0,1,1,0,0,0,7
2.91,1244.88,1,25,1,1,1,0,0,0,1,1,0,0,0,6
2.45,360.75,1,25,0,1,0,0,0,0,1,1,0,0,0,5
0.83,450.82,1,23,0,1,0,0,0,0,1,1,0,0,0,5
2.06,13.36,1,24,0,1,0,0,0,0,0,1,0,0,0,6
0.51,454.38,1,25,0,1,0,0,0,0,1,1,0,0,0,5
5.3,1650.28,1,25,1,1,1,0,0,0,1,1,0,0,0,9
1.34,1318.04,1,22,1,1,0,0,0,0,0,1,0,0,0,2
3.92,5837.46,1,19,1,1,1,1,0,0,1,1,1,0,0,10
2.77,6653.07,1,25,1,1,0,1,1,1,1,1,1,1,1,8
0.74,9837.25,1,23,1,1,1,1,0,0,1,1,1,0,0,11
2.03,3978.12,1,24,1,1,0,0,1,0,0,1,0,0,0,8
2.12,2015.96,1,25,1,1,0,1,0,0,0,1,1,0,0,5
9.29,1400.98,1,27,0,1,0,0,0,0,1,1,0,0,0,9
2.02,1234.43,1,35,0,1,0,0,0,0,1,1,0,0,0,9
2.28,260.71,1,23,0,1,0,0,0,0,0,1,0,0,0,3
15.33,1743.84,1,23,1,1,0,0,0,0,0,1,0,0,0,0
0.97,11.27,1,25,1,1,0,0,0,0,1,1,0,0,0,9
0.4,532.37,1,31,0,1,0,0,0,0,0,1,0,0,0,9
0.55,238.81,1,23,0,1,0,0,0,0,1,1,0,0,0,3
0.11,5.49,1,25,0,1,0,0,0,0,1,1,0,0,0,7
1.42,1034.07,1,25,0,1,0,0,0,0,0,1,0,0,0,5
6.58,792.14,1,24,0,1,0,0,0,0,0,1,0,0,0,6
1.11,1690.17,1,25,0,1,0,0,0,0,1,1,0,0,0,7
3.85,1580.01,1,23,0,1,0,0,0,0,1,1,0,0,0,5
0.15,5.41,1,23,1,1,0,0,1,0,1,1,0,0,0,4
5.44,9239,0,24,0,0,0,1,1,1,1,1,1,1,1,7
1.86,374.65,1,24,0,1,0,0,0,0,0,1,0,0,0,4
2.16,752.4,1,25,1,1,0,0,0,0,1,1,0,0,0,6
1.2,916.6,1,22,1,1,1,0,0,0,1,1,0,0,0,3
1.71,1904.12,1,9,0,1,1,0,0,0,0,1,0,0,0,8
12.7,5970.46,1,13,1,1,1,1,0,1,0,1,1,1,1,8
0.33,68.4,1,23,1,1,0,0,0,0,0,1,0,0,0,5
2.37,3008.81,1,32,0,1,0,0,0,0,0,1,0,0,0,9
3.89,1052.34,1,34,0,1,0,0,0,0,1,1,0,0,0,9
4.48,5671.49,1,23,0,1,0,1,0,0,0,1,1,0,0,6
0.9,107.09,1,25,1,1,0,0,1,0,0,1,0,0,0,7
2.16,416.16,1,22,1,1,1,0,0,0,0,1,0,0,0,10
6.37,15366.86,1,24,1,1,0,1,0,0,1,1,1,0,0,14
0.22,13.62,1,25,1,1,0,0,0,0,1,1,0,0,0,5
3.75,3204.61,1,7,0,1,0,0,0,0,0,1,0,0,0,16
1.06,644.8,1,25,1,1,1,0,1,0,1,1,0,0,0,7
1.23,1132.53,1,20,1,1,0,0,0,0,0,1,0,0,0,4
0.49,484.76,1,28,0,1,0,0,0,0,0,1,0,0,0,9
0.47,7.38,1,30,0,1,0,0,0,0,0,1,0,0,0,9
2.22,6438.43,1,27,1,1,1,1,0,1,1,1,1,1,1,7
8.82,2180.76,1,30,0,1,0,0,0,0,0,1,0,0,0,4
1.35,712.23,1,26,0,1,0,0,0,0,1,1,0,0,0,8
0.15,10.4,1,59,1,1,1,0,0,0,1,1,0,0,0,5
8.34,681.56,1,31,1,1,1,0,0,0,0,1,0,0,0,8
2.86,158.56,1,29,1,1,1,0,0,1,0,1,0,1,1,6
1.93,2530.08,1,27,0,1,0,0,0,0,0,1,0,0,0,3
6.53,3822.24,1,37,1,1,0,0,0,1,1,1,0,1,1,12
1.06,24.26,1,45,1,1,1,0,0,0,1,1,0,0,0,6
0.67,101.43,1,74,0,1,0,0,0,0,0,1,0,0,0,6
0.26,2056,1,27,0,1,0,0,0,0,1,1,0,0,0,6
0.1,2.81,1,31,0,1,0,0,0,0,1,1,0,0,0,7
0.3,2.78,1,33,0,1,0,0,0,0,0,1,0,0,0,6
5.57,2548.17,1,27,1,1,0,0,1,0,1,1,0,0,0,9
2.62,1434.12,1,29,1,1,0,0,1,1,1,1,0,1,1,7
4.11,2656.34,1,38,0,1,0,0,0,0,0,1,0,0,0,14
3.87,858.81,1,45,1,1,1,0,0,0,1,1,0,0,0,13
0.33,30.58,1,64,0,1,1,0,0,0,1,1,0,0,0,16
0.91,253.46,1,46,1,1,0,0,0,0,1,1,0,0,0,6
1.84,24.62,1,77,0,1,0,0,0,0,1,1,0,0,0,7
9.75,5785.07,1,25,1,1,0,1,1,0,0,1,1,0,0,8
1.11,22.08,1,33,0,1,0,0,0,0,1,1,0,0,0,7
0.7,2000,1,26,0,1,0,0,0,0,0,1,0,0,0,5
10.25,2094.31,1,32,0,1,0,0,0,0,0,1,0,0,0,6
2.54,146.21,1,29,0,1,0,0,0,0,0,1,0,0,0,5
5.35,9637.05,1,33,1,1,0,0,0,1,1,1,0,1,1,7
2.69,330.6,1,33,1,1,0,0,0,0,0,1,0,0,0,1
0.8,21.09,1,38,0,1,0,0,0,0,1,1,0,0,0,2
0.77,164.42,1,37,1,1,1,0,0,1,1,1,0,1,1,9
11.39,4372,1,53,1,1,0,0,0,0,1,1,0,0,0,8
0.24,22.28,1,65,1,1,0,0,1,0,1,1,0,0,0,7
0.06,4.97,1,66,1,1,0,0,0,0,1,1,0,0,0,11
0.85,14.08,1,31,0,1,0,0,0,0,0,1,0,0,0,5
0.44,204.19,1,61,1,1,1,0,0,1,1,1,0,1,1,7
3.39,1528.22,1,31,0,1,0,0,0,0,0,1,0,0,0,7
3.47,1599.03,1,26,0,1,0,0,0,0,0,1,0,0,0,6
1.63,1842.55,1,31,0,1,0,0,0,0,1,1,0,0,0,6
8.76,5455.81,1,21,1,1,1,1,0,0,1,1,1,0,0,7
5.96,4048.26,1,30,0,1,0,0,0,0,0,1,0,0,0,6
0.91,104.56,1,28,0,1,0,0,0,0,0,1,0,0,0,5
2.55,2557.68,1,31,0,1,0,0,0,0,1,1,0,0,0,3
11.62,5170.77,1,28,0,1,0,0,0,0,0,1,0,0,0,6
0.73,1558.25,1,28,0,1,0,0,0,0,1,1,0,0,0,5
0.06,8.85,1,28,0,1,0,0,0,0,1,1,0,0,0,3
0.29,10.34,1,33,1,1,0,0,0,0,0,1,0,0,0,8
3.14,4130.75,1,37,0,1,0,0,0,0,1,1,0,0,0,7
1.02,11.2,1,40,0,1,0,0,0,0,0,1,0,0,0,3
1.17,160.72,1,39,1,1,0,0,1,0,1,1,0,0,0,14
0.27,18.03,1,28,0,1,0,0,0,0,0,1,0,0,0,6
0.61,254.12,1,35,0,1,0,0,0,0,1,1,0,0,0,6
7.88,60871,0,30,0,0,0,1,1,1,1,1,1,1,1,7
0.9,38.4,1,36,1,1,0,0,0,0,1,1,0,0,0,3
0.06,16.77,1,51,0,1,0,0,0,0,1,1,0,0,0,6
9.97,14015.36,1,67,1,1,1,0,1,1,1,1,0,1,1,6
15,6032.07,1,28,0,1,0,0,0,0,1,1,0,0,0,15
2.15,402.58,1,28,0,1,1,0,0,1,1,1,0,1,1,14
0.18,21.07,1,35,0,1,0,0,0,0,1,1,0,0,0,15
4.28,1888.78,1,33,0,1,0,0,0,0,0,1,0,0,0,13
5.67,2007.44,1,33,0,1,0,0,0,0,1,1,0,0,0,13
0.23,13.37,1,35,0,1,0,0,0,0,0,1,0,0,0,16
0.69,45.72,1,33,0,1,0,0,0,1,0,1,0,1,1,12
9.33,4549.97,1,35,1,1,1,1,0,1,1,1,1,1,1,6
0.2,8.23,1,28,1,1,0,0,1,0,1,1,0,0,0,14
0.22,7.67,1,35,1,1,0,0,0,0,1,1,0,0,0,13
1.51,566.55,1,40,1,1,1,0,0,1,0,1,0,1,1,14
0.51,938.66,1,38,0,1,0,0,0,0,0,1,0,0,0,14
1.48,1200.92,1,45,0,1,0,0,0,0,0,1,0,0,0,14
0.26,8.62,1,40,0,1,0,0,0,0,1,1,0,0,0,14
0.21,5.41,1,43,1,1,0,0,0,0,1,1,0,0,0,15
3.16,2416.32,1,41,1,1,0,0,0,0,1,1,0,0,0,4
2.79,1564,1,55,0,1,0,0,0,0,0,1,0,0,0,11
2.81,3516.99,1,58,0,1,0,0,0,0,1,1,0,0,0,11
0.72,334.9,1,65,0,1,0,0,0,0,1,1,0,0,0,10
1.75,252.97,1,55,0,1,0,0,0,0,1,1,0,0,0,12
4.16,880.15,1,55,0,1,0,0,0,0,1,1,0,0,0,16
0.16,10.65,1,55,0,1,0,0,0,0,1,1,0,0,0,14
0.25,14.24,1,60,1,1,0,0,0,0,0,1,0,0,0,12
0.17,8.86,1,50,0,1,0,0,0,0,1,1,0,0,0,12
2.07,20527,1,53,1,1,1,0,0,1,0,1,0,1,1,7
2.19,289,1,50,0,1,0,0,0,0,0,1,0,0,0,1
0.28,7.75,1,50,0,1,0,0,0,0,1,1,0,0,0,12
2.6,636.12,1,58,0,1,0,0,0,0,1,1,0,0,0,11
0.11,182.48,1,64,1,1,0,0,0,1,0,1,0,1,1,14
0.03,7.54,1,63,1,1,1,0,0,0,0,1,0,0,0,14
0.57,11.75,1,53,0,1,0,0,1,0,0,1,0,0,0,14
0.91,592.58,1,54,0,1,0,0,1,1,0,1,0,1,1,22
3.89,720.48,1,61,0,1,0,0,0,0,0,1,0,0,0,13
0.46,31.2,1,63,1,1,1,0,1,0,1,1,0,0,0,14
0.17,7.88,1,48,0,1,1,0,0,0,0,1,0,0,0,7
0.2,1.7,1,62,1,1,1,0,0,0,1,1,0,0,0,12
2.56,1846.98,1,35,1,1,0,1,0,0,1,1,1,0,0,10
2.49,11.91,1,35,0,1,0,0,0,0,1,1,0,0,0,16
0.98,12,1,40,1,1,1,0,0,0,0,1,0,0,0,11
6.58,2009.79,1,38,0,1,0,0,0,0,0,1,0,0,0,10
0.11,19.72,1,38,0,1,0,0,0,0,1,1,0,0,0,16
2.59,897.3,1,36,0,1,0,0,0,0,1,1,0,0,0,1
15.23,976.07,1,42,1,1,0,0,0,0,1,1,0,0,0,12
0.6,35.97,1,65,0,1,0,0,0,0,1,1,0,0,0,8
1.41,448.86,1,55,0,1,0,0,0,0,1,1,0,0,0,9
0.69,20000,0,60,0,0,0,0,0,1,0,0,0,1,1,2
0.39,18.05,1,63,0,1,0,0,0,0,1,1,0,0,0,11
0.64,80.86,1,63,1,1,0,0,1,0,0,1,0,0,0,14
0.32,7.93,1,48,0,1,0,0,0,0,1,1,0,0,0,12
0.08,11.03,1,48,1,1,0,0,0,0,1,1,0,0,0,13
0.13,4.15,1,58,1,1,0,0,0,0,1,1,0,0,0,14
1.31,233.06,1,35,0,1,0,0,0,0,0,1,0,0,0,14
1.93,2582.7,1,28,0,1,0,0,0,0,0,1,0,0,0,12
0.42,26.92,1,28,1,1,0,0,0,1,0,1,0,1,1,16
1.36,1012.45,1,33,1,1,1,0,0,0,0,1,0,0,0,12
2.02,268.64,1,45,0,1,0,0,0,0,0,1,0,0,0,16
0.48,7.69,1,38,0,1,0,0,0,0,1,1,0,0,0,12
0.29,6.91,1,60,0,1,0,0,0,0,0,1,0,0,0,12
7.38,59382.45,1,65,1,1,1,0,0,1,1,1,0,1,1,14
0.8,92.24,1,48,0,1,1,0,0,0,1,1,0,0,0,13
0.46,34.1,1,65,1,1,0,0,0,0,0,1,0,0,0,11
5.61,888.92,1,3,0,1,0,0,0,0,0,1,0,0,0,10
1.92,1130.44,1,30,0,1,0,0,0,0,0,1,0,0,0,12
0.52,8.65,1,28,0,1,0,0,0,1,1,1,0,1,1,11
1.29,1980.6,1,27,0,1,0,0,0,0,1,1,0,0,0,1
0.28,48.21,1,30,0,1,0,0,0,0,0,1,0,0,0,11
0.81,28.91,1,35,0,1,0,0,0,0,1,1,0,0,0,15
0.55,12.08,1,35,1,1,0,0,0,0,1,1,0,0,0,13
1.48,1014.88,1,30,1,1,0,0,0,0,1,1,0,0,0,13
8.02,2762.58,1,28,1,1,0,0,1,0,0,1,0,0,0,16
1.07,10.63,1,28,0,1,0,0,0,0,0,1,0,0,0,8
2.83,126.53,1,28,1,1,0,0,1,0,1,1,0,0,0,16
0.52,13.83,1,33,1,1,0,0,0,0,1,1,0,0,0,14
3.36,22000,0,43,0,0,0,0,0,1,0,0,0,1,1,6
2.24,13.76,1,40,1,1,0,0,0,0,1,1,0,0,0,16
0.08,6.24,1,38,0,1,0,0,0,0,1,1,0,0,0,15
0.14,13.52,1,43,0,1,0,0,0,0,1,1,0,0,0,16
0.11,13.8,1,65,1,1,1,0,0,0,0,1,0,0,0,14
5.04,5808.86,1,60,1,1,0,1,0,1,1,1,1,1,1,15
0.16,18.23,1,48,0,1,0,0,0,0,1,1,0,0,0,14
0.44,2.29,1,53,0,1,0,0,0,0,0,1,0,0,0,16
0.66,438.52,1,53,0,1,0,0,0,0,0,1,0,0,0,11
0.18,11.4,1,65,0,1,0,0,0,0,0,1,0,0,0,11
4.29,1206.94,1,48,0,1,0,0,0,0,0,1,0,0,0,12
0.24,11.01,1,53,1,1,0,0,0,1,0,1,0,1,1,12
3.18,739.9,1,53,0,1,0,0,0,0,1,1,0,0,0,10
0.48,20.32,1,58,0,1,0,0,0,0,1,1,0,0,0,12
1.59,1740.42,1,53,1,1,1,0,0,0,1,1,0,0,0,15
4.12,2940.69,1,63,0,1,0,0,0,0,1,1,0,0,0,16
0.91,527.55,1,53,0,1,0,0,0,0,1,1,0,0,0,12
1.37,1156.96,1,50,0,1,0,0,0,0,0,1,0,0,0,14
0.42,15.27,1,48,0,1,0,0,0,0,0,1,0,0,0,12
0.25,18.2,1,65,1,1,1,0,0,0,1,1,0,0,0,12
0.25,18.14,1,60,1,1,0,0,0,0,0,1,0,0,0,10
0.08,4.71,1,50,0,1,0,0,0,0,1,1,0,0,0,12
0.26,156.3,1,60,1,1,0,0,0,0,1,1,0,0,0,12
0.96,6.89,1,58,0,1,0,0,0,0,1,1,0,0,0,14
4.89,2720.51,1,55,0,1,0,0,0,0,1,1,0,0,0,14
1.99,176.41,1,48,1,1,1,0,0,1,1,1,0,1,1,15
0.25,14.98,1,53,0,1,0,0,0,0,1,1,0,0,0,13
1.84,2351.52,1,58,0,1,0,0,0,0,0,1,0,0,0,11
0.6,23.89,1,47,0,1,0,0,0,0,0,1,0,0,0,4
1.83,508.8,1,55,0,1,0,0,0,0,1,1,0,0,0,13
0.23,47.61,1,64,1,1,1,0,0,1,1,1,0,1,1,15
1.19,412.69,1,59,1,1,0,0,0,1,0,1,0,1,1,16
0.66,260.19,1,58,1,1,0,0,0,1,0,1,0,1,1,12
0.44,30.75,1,65,1,1,0,0,1,0,0,1,0,0,0,16
0.3,9.66,1,60,0,1,0,0,0,0,0,1,0,0,0,11
0.46,1886.36,1,48,1,1,0,0,1,0,0,1,0,0,0,13
0.17,10.66,1,58,1,1,0,0,0,0,0,1,0,0,0,15
0.28,4.96,1,63,0,1,0,0,1,0,1,1,0,0,0,13
0.28,32.49,1,63,1,1,0,0,0,0,1,1,0,0,0,14
0.49,178.88,1,65,1,1,1,0,0,0,0,1,0,0,0,15
8.14,59000,0,65,0,0,1,0,1,1,0,1,0,1,1,3
3.51,1314.84,1,61,1,1,0,0,1,0,1,1,0,0,0,11
0.25,14.46,1,63,0,1,0,0,1,0,0,1,0,0,0,11
0.13,16.47,1,65,1,1,0,0,0,0,1,1,0,0,0,14
0.22,203.59,1,47,1,1,1,0,0,1,0,1,0,1,1,14
5.39,2020.84,1,35,0,1,0,0,0,0,1,1,0,0,0,12
0.05,8.05,1,35,1,1,0,0,0,0,1,1,0,0,0,16
2.91,198.61,1,28,1,1,0,0,0,0,0,1,0,0,0,15
0.74,28.46,1,33,0,1,0,0,0,0,0,1,0,0,0,11
1.57,165,1,28,1,1,1,0,0,1,1,1,0,1,1,16
0.75,21.54,1,28,1,1,1,0,0,0,1,1,0,0,0,15
8.69,2136.82,1,30,1,1,0,0,1,0,0,1,0,0,0,16
0.22,15.2,1,35,1,1,1,0,0,0,1,1,0,0,0,16
0.23,7.63,1,33,1,1,0,0,0,0,1,1,0,0,0,11
1.85,1092.24,1,40,0,1,0,0,0,0,1,1,0,0,0,11
0.22,8.2,1,40,0,1,0,0,0,0,0,1,0,0,0,12
2.84,1997.29,1,45,0,1,0,0,0,0,1,1,0,0,0,15
3.83,664.18,1,40,1,1,0,0,0,0,1,1,0,0,0,12
0.54,15.45,1,40,1,1,0,0,0,0,0,1,0,0,0,13
0.29,9.98,1,45,0,1,0,0,0,0,1,1,0,0,0,10
0.85,1390.94,1,43,0,1,0,0,0,0,1,1,0,0,0,10
3.57,985.06,1,45,0,1,0,0,0,0,0,1,0,0,0,10
2.46,392.23,1,45,0,1,0,0,0,0,0,1,0,0,0,14
0.46,10.42,1,40,1,1,0,0,1,0,0,1,0,0,0,16
0.45,16.65,1,43,1,1,0,0,0,0,1,1,0,0,0,15
4.31,4009.78,1,40,1,1,0,0,1,1,0,1,0,1,1,14
0.96,13.69,1,40,0,1,0,0,0,0,1,1,0,0,0,14
1.11,376.4,1,48,0,1,0,0,0,0,0,1,0,0,0,13
4.81,40000,0,58,0,0,0,0,0,1,1,0,0,1,1,5
1.33,7483.94,1,48,1,1,1,1,0,1,0,1,1,1,1,12
0.73,12.32,1,65,0,1,0,0,0,0,1,1,0,0,0,14
0.11,12,1,50,0,1,0,0,0,0,1,1,0,0,0,15
0.63,15.8,1,53,1,1,1,0,0,0,1,1,0,0,0,14
0.47,4.55,1,63,0,1,0,0,0,0,0,1,0,0,0,14
0.46,220.77,1,50,0,1,0,0,0,0,0,1,0,0,0,11
1.45,902.28,1,53,0,1,0,0,0,0,1,1,0,0,0,9
0.61,7.17,1,60,1,1,1,0,0,0,0,1,0,0,0,15
1.97,96.41,1,60,1,1,0,0,0,0,0,1,0,0,0,14
0.57,11.99,1,53,1,1,0,0,0,0,1,1,0,0,0,14
0.5,10.59,1,60,1,1,0,0,0,0,0,1,0,0,0,15
0.86,8.8,1,63,0,1,0,0,0,0,0,1,0,0,0,12
1.32,527.05,1,60,1,1,0,0,0,0,1,1,0,0,0,16
1.25,1436.16,1,50,1,1,1,0,0,0,1,1,0,0,0,10
1.31,164.82,1,65,0,1,0,0,0,0,0,1,0,0,0,15
0.27,9.28,1,58,1,1,0,0,0,0,0,1,0,0,0,12
0.04,0.92,1,48,1,1,0,0,0,0,0,1,0,0,0,13
0.05,30.56,1,64,1,1,0,0,0,0,1,1,0,0,0,12
7.31,552.02,1,55,1,1,0,0,1,0,0,1,0,0,0,6
0.44,10.94,1,65,1,1,0,0,0,0,1,1,0,0,0,12
0.11,8.93,1,65,1,1,0,0,0,0,1,1,0,0,0,14
1.73,635.87,1,51,1,1,1,0,0,1,0,1,0,1,1,14
7.27,3496.57,1,28,1,1,0,1,0,0,0,1,1,0,0,12
0.21,17.73,1,31,0,1,1,0,0,0,1,1,0,0,0,2
0.28,11.18,1,28,0,1,0,0,1,0,0,1,0,0,0,10
3.89,14683.83,1,28,1,1,0,1,0,0,0,1,1,0,0,8
0.29,16.5,1,40,0,1,0,0,0,0,0,1,0,0,0,14
1.35,836.25,1,45,0,1,0,0,0,0,1,1,0,0,0,9
0.36,454.51,1,38,0,1,0,0,0,0,1,1,0,0,0,11
2.27,937.25,1,45,0,1,0,0,0,0,0,1,0,0,0,14
0.26,81.02,1,37,0,1,0,0,0,1,0,1,0,1,1,14
0.77,6.88,1,43,0,1,0,0,0,0,0,1,0,0,0,13
2.14,4732,1,38,0,1,0,0,0,0,0,1,0,0,0,15
0.65,13.75,1,37,0,1,0,0,0,0,0,1,0,0,0,6
0.7,14.39,1,38,1,1,0,0,0,0,1,1,0,0,0,12
0.34,14.05,1,40,1,1,0,0,1,0,0,1,0,0,0,14
0.18,12.62,1,50,0,1,0,0,0,0,0,1,0,0,0,9
1.84,1118.96,1,60,0,1,0,0,0,0,1,1,0,0,0,11
37.91,65877,0,57,0,0,0,0,0,1,1,0,0,1,1,5
0.87,7.86,1,65,1,1,0,0,0,0,1,1,0,0,0,12
5.63,1384.53,1,65,1,1,0,0,0,0,0,1,0,0,0,14
1.43,51.54,1,48,1,1,0,0,0,1,0,1,0,1,1,15
0.13,19.32,1,48,1,1,0,0,0,0,0,1,0,0,0,16
2.81,4328.73,1,53,0,1,0,0,0,0,0,1,0,0,0,15
2.14,3224.64,1,60,1,1,1,1,0,1,1,1,1,1,1,14
3.67,4029.31,1,53,1,1,0,1,0,0,1,1,1,0,0,11
0.05,11.75,1,53,0,1,0,0,0,0,1,1,0,0,0,14
0.35,5.08,1,50,0,1,0,0,0,0,1,1,0,0,0,13
0.27,203,1,60,1,1,1,0,0,0,1,1,0,0,0,16
1.71,1842.36,1,53,0,1,0,0,0,0,1,1,0,0,0,11
1.53,126.52,1,53,1,1,0,0,0,1,0,1,0,1,1,14
0.14,12.88,1,53,0,1,0,0,0,0,1,1,0,0,0,14
4.04,11124.83,1,65,1,1,1,0,0,1,0,1,0,1,1,16
2.3,1588.09,1,50,1,1,0,0,1,0,0,1,0,0,0,14
0.07,4.67,1,48,1,1,0,0,0,0,0,1,0,0,0,11
2.97,409.78,1,60,1,1,0,0,0,0,0,1,0,0,0,16
3.12,158.25,1,33,1,1,0,0,1,0,1,1,0,0,0,14
1.4,832.02,1,30,1,1,0,0,0,0,1,1,0,0,0,14
0.4,39.12,1,34,1,1,0,0,1,1,1,1,0,1,1,15
3.91,980.19,1,40,0,1,0,0,0,0,1,1,0,0,0,16
8.05,4743.03,1,40,0,1,0,0,0,0,1,1,0,0,0,11
0.49,18.44,1,40,0,1,0,0,0,0,0,1,0,0,0,15
0.37,10.32,1,43,0,1,0,0,0,0,0,1,0,0,0,14
0.14,3.62,1,42,0,1,0,0,0,0,0,1,0,0,0,7
1.41,1021.08,1,64,0,1,0,0,0,0,0,1,0,0,0,7
3.17,3465.99,1,63,0,1,0,0,0,0,1,1,0,0,0,14
5.22,1136.11,1,48,0,1,0,0,0,0,0,1,0,0,0,13
5.32,6730.13,1,50,0,1,0,0,0,0,0,1,0,0,0,15
3.31,1064.67,1,65,0,1,0,0,0,0,0,1,0,0,0,11
2.3,350.35,1,63,0,1,0,0,0,0,0,1,0,0,0,14
1.38,260.92,1,65,1,1,0,0,0,1,1,1,0,1,1,12
0.11,10.24,1,65,0,1,0,0,0,0,0,1,0,0,0,13
0.41,12.47,1,55,0,1,0,0,0,0,1,1,0,0,0,11
6.24,3154.08,1,53,0,1,0,0,0,0,0,1,0,0,0,16
0.17,13.22,1,48,1,1,0,0,0,0,0,1,0,0,0,10
0.08,3.31,1,57,0,1,0,0,0,0,0,1,0,0,0,8
0.59,162.64,1,47,1,1,1,0,1,1,0,1,0,1,1,16
3.68,142.89,1,53,1,1,0,0,1,0,1,1,0,0,0,10
6.11,867.3,1,53,1,1,0,0,0,0,0,1,0,0,0,13
8.54,948.78,1,55,1,1,0,0,0,1,0,1,0,1,1,12
0.36,10.61,1,65,1,1,0,0,0,0,1,1,0,0,0,13
0.57,336.81,1,65,0,1,0,0,0,0,1,1,0,0,0,11
1.99,1911.67,1,40,1,1,0,0,0,0,1,1,0,0,0,14
0.21,13.76,1,40,0,1,0,0,0,0,0,1,0,0,0,14
15.35,552.97,1,37,0,1,0,0,0,0,0,1,0,0,0,6
6.54,20601.51,1,40,1,1,1,0,0,1,0,1,0,1,1,16
0.9,1676.41,1,38,0,1,0,0,0,0,1,1,0,0,0,14
2.85,330.26,1,40,1,1,0,0,0,0,0,1,0,0,0,15
3.31,512.5,1,53,1,1,0,0,0,1,0,1,0,1,1,14
0.37,5774.43,1,65,1,1,1,1,0,0,0,1,1,0,0,13
1.52,76.51,1,48,1,1,0,0,0,1,0,1,0,1,1,16
0.28,10.85,1,58,1,1,0,0,0,0,1,1,0,0,0,14
0.11,11.17,1,59,0,1,0,0,0,0,1,1,0,0,0,14
0.5,41.52,1,35,0,1,0,0,0,0,1,1,0,0,0,12
0.6,338.25,1,28,1,1,0,0,0,1,0,1,0,1,1,16
0.51,24.62,1,30,0,1,0,0,0,0,0,1,0,0,0,16
1.5,134.45,1,30,0,1,0,0,0,0,0,1,0,0,0,14
0.06,15.06,1,28,0,1,0,0,0,0,0,1,0,0,0,7
0.68,8.37,1,33,0,1,0,0,0,0,0,1,0,0,0,11
